TEAM_ID,MISSION_TIME,PACKET_COUNT,MODE,STATE,ALTITUDE,TEMPERATURE,PRESSURE,VOLTAGE,CURRENT,GYRO_R,GYRO_P,GYRO_Y,ACCEL_R,ACCEL_P,ACCEL_Y,HEADING,GPS_TIME,GPS_ALTITUDE,GPS_LATITUDE,GPS_LONGITUDE,GPS_SATS,CMD_ECHO,MAX_ALTITUDE,CONTAINER_RELEASED,PAYLOAD_RELEASED,PARAGLIDER_ACTIVE,TARGET_LATITUDE,TARGET_LONGITUDE,CAM_DIRECTION
1,1083,00:00:01,F,LAUNCH_PAD,0.4,24.0,100.7,4.1,0.0,-8.1,-20.2,4.3,6.0,6.4,-4.3,38.4,23:59:48,0.000000,0.000000,0.000000,0,CAL,0.4,FALSE,FALSE,FALSE,0.0,0.0,0.0
2,1083,00:00:03,F,LAUNCH_PAD,0.4,24.0,100.7,4.1,0.0,0.4,0.2,-2.1,5.5,7.2,-3.7,116.0,23:59:50,0.000000,0.000000,0.000000,0,CAL,0.4,FALSE,FALSE,FALSE,0.0,0.0,0.0
3,1083,00:00:04,F,LAUNCH_PAD,-0.1,24.1,100.7,4.1,0.0,0.6,-0.2,-1.2,5.5,7.2,-3.7,116.1,23:59:51,0.000000,0.000000,0.000000,0,CAL,0.4,FALSE,FALSE,FALSE,0.0,0.0,0.0
4,1083,00:00:05,F,LAUNCH_PAD,-0.5,24.1,100.7,4.1,0.0,-1.2,0.6,0.8,5.3,7.3,-3.5,114.4,23:59:52,0.000000,0.000000,0.000000,0,CAL,0.4,FALSE,FALSE,FALSE,0.0,0.0,0.0
5,1083,00:00:06,F,LAUNCH_PAD,-0.3,24.1,100.7,4.1,0.0,-4.6,-4.9,1.8,5.3,7.3,-3.5,115.0,23:59:53,0.000000,0.000000,0.000000,0,CAL,0.4,FALSE,FALSE,FALSE,0.0,0.0,0.0
6,1083,00:00:07,F,LAUNCH_PAD,-0.1,24.1,100.7,4.1,0.0,-0.2,11.6,-5.4,4.8,8.7,-1.7,115.1,23:59:54,0.000000,0.000000,0.000000,0,CAL,0.4,FALSE,FALSE,FALSE,0.0,0.0,0.0
7,1083,00:00:08,F,LAUNCH_PAD,0.1,24.1,100.7,4.1,0.0,-26.9,-36.5,11.2,5.9,7.2,-3.0,126.9,02:35:95,0.000000,0.000000,0.000000,0,CAL,0.4,FALSE,FALSE,FALSE,0.0,0.0,0.0
8,1083,00:00:09,F,LAUNCH_PAD,-0.4,24.2,100.7,4.1,0.0,19.8,17.6,-8.6,5.0,7.4,-3.3,99.6,23:59:56,0.000000,0.000000,0.000000,0,CAL,0.4,FALSE,FALSE,FALSE,0.0,0.0,0.0
9,1083,00:00:10,F,LAUNCH_PAD,-0.7,24.2,100.7,4.1,0.0,1.2,-0.8,0.1,4.7,7.6,-3.7,97.1,23:59:57,0.000000,0.000000,0.000000,0,CAL,0.4,FALSE,FALSE,FALSE,0.0,0.0,0.0
10,1083,00:00:11,F,LAUNCH_PAD,-0.3,24.2,100.7,4.1,0.0,0.5,7.2,-0.8,4.8,7.2,-3.7,105.1,23:59:58,0.000000,0.000000,0.000000,0,CAL,0.4,FALSE,FALSE,FALSE,0.0,0.0,0.0
11,1083,00:00:12,F,LAUNCH_PAD,-0.6,24.3,100.8,4.1,0.0,0.5,5.2,-3.4,4.9,7.6,-3.8,106.1,23:59:59,0.000000,0.000000,0.000000,0,CAL,0.4,FALSE,FALSE,FALSE,0.0,0.0,0.0
12,1083,00:00:13,F,LAUNCH_PAD,-0.3,24.3,100.7,4.1,0.0,3.5,4.3,-1.4,4.8,7.5,-4.0,106.1,00:00:00,0.000000,0.000000,0.000000,0,CAL,0.4,FALSE,FALSE,FALSE,0.0,0.0,0.0
13,1083,00:00:14,F,LAUNCH_PAD,-0.1,24.3,100.7,4.1,0.0,0.8,-0.6,-1.7,4.8,7.5,-4.0,103.7,00:00:01,0.000000,0.000000,0.000000,0,CAL,0.4,FALSE,FALSE,FALSE,0.0,0.0,0.0
14,1083,00:00:15,F,LAUNCH_PAD,-0.6,24.3,100.7,4.1,0.0,-1.6,-1.3,0.8,4.7,7.6,-3.8,104.6,00:00:02,0.000000,0.000000,0.000000,0,CAL,0.4,FALSE,FALSE,FALSE,0.0,0.0,0.0
15,1083,00:00:16,F,LAUNCH_PAD,-0.8,24.4,100.8,4.1,0.0,-1.0,-2.9,0.2,4.6,7.8,-4.0,104.8,00:00:03,0.000000,0.000000,0.000000,0,CAL,0.4,FALSE,FALSE,FALSE,0.0,0.0,0.0
16,1083,00:00:17,F,LAUNCH_PAD,0.4,24.4,100.7,4.1,0.0,-0.8,0.6,0.8,4.6,7.7,-3.8,105.1,00:00:04,0.000000,0.000000,0.000000,0,CAL,0.4,FALSE,FALSE,FALSE,0.0,0.0,0.0
17,1083,00:00:18,F,LAUNCH_PAD,-0.5,24.4,100.7,4.1,0.0,-0.5,-0.6,-0.2,4.6,7.8,-3.9,106.0,00:00:05,0.000000,0.000000,0.000000,0,CAL,0.4,FALSE,FALSE,FALSE,0.0,0.0,0.0
18,1083,00:00:19,F,LAUNCH_PAD,-0.5,24.4,100.7,4.1,0.0,0.1,-0.2,0.6,4.6,7.7,-3.9,106.2,00:00:06,0.000000,0.000000,0.000000,0,CAL,0.4,FALSE,FALSE,FALSE,0.0,0.0,0.0
19,1083,00:00:20,F,LAUNCH_PAD,-0.1,24.5,100.7,4.1,0.0,7.8,2.6,4.4,4.9,7.4,-3.5,105.9,00:00:07,0.000000,0.000000,0.000000,0,CAL,0.4,FALSE,FALSE,FALSE,0.0,0.0,0.0
20,1083,00:00:21,F,LAUNCH_PAD,0.3,24.5,100.7,4.1,0.0,-10.9,-14.1,0.4,4.3,7.2,-3.2,113.1,00:00:08,0.000000,0.000000,0.000000,0,CAL,0.4,FALSE,FALSE,FALSE,0.0,0.0,0.0
21,1083,00:00:23,F,LAUNCH_PAD,-0.1,24.5,100.7,4.1,0.0,5.2,5.4,-0.1,4.9,7.6,-3.7,111.0,00:00:09,0.000000,0.000000,0.000000,0,MECCONTON,0.7,TRUE,FALSE,FALSE,0.0,0.0,0.0
22,1083,00:00:24,F,LAUNCH_PAD,-0.4,24.5,100.7,4.1,0.0,-20.1,5.9,21.4,-1.6,8.2,-3.4,119.4,00:00:11,0.000000,0.000000,0.000000,0,MECCONTON,0.7,TRUE,FALSE,FALSE,0.0,0.0,0.0
23,1083,00:00:25,F,LAUNCH_PAD,-0.4,24.6,100.7,4.1,0.0,-7.7,-6.1,20.7,0.5,9.6,-3.7,126.6,00:00:12,0.000000,0.000000,0.000000,0,MECCONTON,0.7,TRUE,FALSE,FALSE,0.0,0.0,0.0
24,1083,00:00:26,F,LAUNCH_PAD,-0.2,24.6,100.7,4.1,0.0,0.6,3.4,2.1,0.4,9.1,-3.4,126.1,00:00:13,0.000000,0.000000,0.000000,0,MECCONTON,0.7,TRUE,FALSE,FALSE,0.0,0.0,0.0
25,1083,00:00:27,F,LAUNCH_PAD,-0.5,24.6,100.7,4.1,0.0,3.7,0.7,-10.0,1.9,8.4,-2.9,130.8,00:00:14,0.000000,0.000000,0.000000,0,MECCONTON,0.7,TRUE,FALSE,FALSE,0.0,0.0,0.0
26,1083,00:00:28,F,LAUNCH_PAD,-0.4,24.7,100.7,4.1,0.0,5.9,-7.8,-4.9,0.9,8.7,-4.1,128.8,00:00:15,0.000000,0.000000,0.000000,0,MECCONTON,0.7,TRUE,FALSE,FALSE,0.0,0.0,0.0
27,1083,00:00:29,F,LAUNCH_PAD,-0.4,24.7,100.7,4.1,0.0,-9.1,-8.5,3.4,1.3,8.8,-3.9,133.9,00:00:16,0.000000,0.000000,0.000000,0,MECCONTON,0.7,TRUE,FALSE,FALSE,0.0,0.0,0.0
28,1083,00:00:30,F,LAUNCH_PAD,0.2,24.7,100.7,4.1,0.0,2.0,-2.7,-1.8,1.3,9.0,-3.9,133.8,00:00:17,0.000000,0.000000,0.000000,0,MECCONTON,0.7,TRUE,FALSE,FALSE,0.0,0.0,0.0
29,1083,00:00:31,F,LAUNCH_PAD,0.2,24.7,100.7,4.1,0.0,0.8,0.6,-1.9,1.5,8.8,-4.0,137.6,00:00:18,0.000000,0.000000,0.000000,0,MECCONTON,0.7,TRUE,FALSE,FALSE,0.0,0.0,0.0
30,1083,00:00:32,F,LAUNCH_PAD,-0.7,24.7,100.7,4.1,0.0,-2.5,-1.0,-0.3,1.0,8.8,-3.9,137.9,00:00:19,0.000000,0.000000,0.000000,0,MECCONTON,0.7,TRUE,FALSE,FALSE,0.0,0.0,0.0
31,1083,00:00:33,F,LAUNCH_PAD,-0.1,24.7,100.7,4.1,0.0,6.8,-0.4,-2.8,0.4,9.1,-3.5,136.6,00:00:20,0.000000,0.000000,0.000000,0,MECCONTON,0.7,TRUE,FALSE,FALSE,0.0,0.0,0.0
32,1083,00:00:34,F,LAUNCH_PAD,0.0,24.8,100.7,4.1,0.0,9.6,21.4,-15.7,1.7,8.1,-5.3,118.8,00:00:21,0.000000,0.000000,0.000000,0,MECCONTON,0.7,TRUE,FALSE,FALSE,0.0,0.0,0.0
33,1083,00:00:35,F,LAUNCH_PAD,-0.1,24.8,100.7,4.1,0.0,-9.2,-11.8,-1.3,1.6,9.3,-3.1,108.5,00:00:22,0.000000,0.000000,0.000000,0,MECCONTON,0.7,TRUE,FALSE,FALSE,0.0,0.0,0.0
