TEAM_ID,MISSION_TIME,PACKET_COUNT,MODE,STATE,ALTITUDE,TEMPERATURE,PRESSURE,VOLTAGE,CURRENT,GYRO_R,GYRO_P,GYRO_Y,ACCEL_R,ACCEL_P,ACCEL_Y,HEADING,GPS_TIME,GPS_ALTITUDE,GPS_LATITUDE,GPS_LONGITUDE,GPS_SATS,CMD_ECHO,MAX_ALTITUDE,CONTAINER_RELEASED,PAYLOAD_RELEASED,PARAGLIDER_ACTIVE,TARGET_LATITUDE,TARGET_LONGITUDE,CAM_DIRECTION
1,1083,00:00:01,F,LAUNCH_PAD,-0.4,24.8,101.2,4.0,0.0,37.2,-9.3,7.2,-8.0,3.1,1.1,49.6,00:00:00,0.000000,0.000000,0.000000,0,N/A,0.3,FALSE,FALSE,FALSE,0.0,0.0,0.0
2,1083,00:00:02,F,LAUNCH_PAD,-0.5,24.7,101.2,4.0,0.0,43.4,-0.6,-12.6,-8.3,4.0,0.2,70.8,00:00:00,0.000000,0.000000,0.000000,0,N/A,0.3,FALSE,FALSE,FALSE,0.0,0.0,0.0
3,1083,00:00:03,F,LAUNCH_PAD,-0.7,24.7,101.2,4.0,0.0,1.6,29.1,39.1,-2.4,11.4,-7.6,219.7,00:00:00,0.000000,0.000000,0.000000,0,N/A,0.3,FALSE,FALSE,FALSE,0.0,0.0,0.0
4,1083,00:00:04,F,LAUNCH_PAD,-0.4,24.8,101.2,4.0,0.0,4.7,1.9,20.6,-7.4,3.5,0.3,80.6,00:00:00,0.000000,0.000000,0.000000,0,N/A,0.3,FALSE,FALSE,FALSE,0.0,0.0,0.0
5,1083,00:00:05,F,LAUNCH_PAD,-0.2,24.8,101.2,4.0,0.0,-54.5,-27.3,17.9,-3.9,11.3,-0.4,244.1,00:00:00,0.000000,0.000000,0.000000,0,N/A,0.3,FALSE,FALSE,FALSE,0.0,0.0,0.0
6,1083,00:00:06,F,LAUNCH_PAD,-0.8,24.8,101.2,4.0,0.0,-6.5,-19.4,33.2,-3.2,8.0,-0.2,245.6,00:00:00,0.000000,0.000000,0.000000,0,N/A,0.3,FALSE,FALSE,FALSE,0.0,0.0,0.0
7,1083,00:00:07,F,LAUNCH_PAD,-0.7,24.8,101.2,4.0,0.0,6.2,-45.8,6.2,-1.4,7.4,-0.3,264.2,00:00:00,0.000000,0.000000,0.000000,0,N/A,0.3,FALSE,FALSE,FALSE,0.0,0.0,0.0
8,1083,00:00:08,F,LAUNCH_PAD,0.0,24.8,101.2,4.0,0.0,-107.6,64.4,91.4,-7.5,6.2,0.5,263.7,00:00:00,0.000000,0.000000,0.000000,0,N/A,0.3,FALSE,FALSE,FALSE,0.0,0.0,0.0
9,1083,00:00:09,F,LAUNCH_PAD,-0.0,24.8,101.2,4.0,0.0,108.8,41.9,17.0,-5.3,7.9,-1.5,171.4,00:00:00,0.000000,0.000000,0.000000,0,N/A,0.3,FALSE,FALSE,FALSE,0.0,0.0,0.0
10,1083,00:00:10,F,LAUNCH_PAD,0.3,24.8,101.2,4.0,0.0,246.1,-61.0,-80.7,-9.0,3.2,0.7,207.3,00:00:00,0.000000,0.000000,0.000000,0,N/A,0.3,FALSE,FALSE,FALSE,0.0,0.0,0.0
11,1083,00:00:11,F,LAUNCH_PAD,0.6,24.9,101.2,4.0,0.0,-40.6,-27.7,-11.2,-11.1,2.3,-0.5,253.1,00:00:00,0.000000,0.000000,0.000000,0,N/A,0.6,FALSE,FALSE,FALSE,0.0,0.0,0.0
12,1083,00:00:12,F,LAUNCH_PAD,0.1,24.9,101.2,4.0,0.0,-17.9,-6.8,3.8,-8.8,0.4,1.8,219.2,00:00:00,0.000000,0.000000,0.000000,0,N/A,0.7,FALSE,FALSE,FALSE,0.0,0.0,0.0
13,1083,00:00:13,F,LAUNCH_PAD,-0.5,25.0,101.2,4.0,0.0,17.1,-6.6,-8.9,-8.8,0.8,3.2,216.9,00:00:00,0.000000,0.000000,0.000000,0,N/A,0.7,FALSE,FALSE,FALSE,0.0,0.0,0.0
14,1083,00:00:14,F,LAUNCH_PAD,-0.2,25.0,101.2,4.0,0.1,-19.6,-17.6,0.4,-9.2,1.0,2.9,219.6,00:00:00,0.000000,0.000000,0.000000,0,N/A,0.7,FALSE,FALSE,FALSE,0.0,0.0,0.0
15,1083,00:00:15,F,LAUNCH_PAD,-0.1,25.0,101.2,4.0,0.0,-12.1,-10.4,2.8,-8.5,0.8,3.2,219.1,00:00:00,0.000000,0.000000,0.000000,0,N/A,0.7,FALSE,FALSE,FALSE,0.0,0.0,0.0
16,1083,00:00:16,F,LAUNCH_PAD,-0.7,25.0,101.2,4.0,0.0,-1.7,-4.2,5.4,-8.8,1.5,4.1,221.6,00:00:00,0.000000,0.000000,0.000000,0,N/A,0.7,FALSE,FALSE,FALSE,0.0,0.0,0.0
17,1083,00:00:17,F,LAUNCH_PAD,-0.3,25.1,101.2,4.0,0.1,6.2,-3.7,-1.6,-8.4,1.7,4.2,219.1,00:00:00,0.000000,0.000000,0.000000,0,N/A,0.7,FALSE,FALSE,FALSE,0.0,0.0,0.0
18,1083,00:00:18,F,LAUNCH_PAD,-0.7,25.1,101.2,4.0,0.0,-6.1,-12.1,9.1,-7.0,1.7,3.5,219.1,00:00:00,0.000000,0.000000,0.000000,0,N/A,0.7,FALSE,FALSE,FALSE,0.0,0.0,0.0
19,1083,00:00:19,F,LAUNCH_PAD,-0.1,25.1,101.2,4.0,0.0,-1.4,-3.9,-1.5,-8.5,2.5,4.3,218.5,00:00:00,0.000000,0.000000,0.000000,0,N/A,0.7,FALSE,FALSE,FALSE,0.0,0.0,0.0
20,1083,00:00:20,F,LAUNCH_PAD,0.0,25.2,101.2,4.0,0.0,14.4,28.5,-11.6,-10.8,3.3,3.5,224.0,00:00:00,0.000000,0.000000,0.000000,0,N/A,0.7,FALSE,FALSE,FALSE,0.0,0.0,0.0
21,1083,00:00:21,F,LAUNCH_PAD,-0.9,25.2,101.2,4.0,0.0,1.1,18.4,12.0,-9.5,2.1,-0.7,228.4,00:00:00,0.000000,0.000000,0.000000,0,N/A,0.7,FALSE,FALSE,FALSE,0.0,0.0,0.0
22,1083,00:00:22,F,LAUNCH_PAD,-0.7,25.3,101.2,4.0,0.0,8.7,22.8,33.2,-8.5,2.4,0.5,223.7,00:00:00,0.000000,0.000000,0.000000,0,N/A,0.7,FALSE,FALSE,FALSE,0.0,0.0,0.0
23,1083,00:00:24,F,LAUNCH_PAD,-0.6,25.3,101.2,4.0,0.0,13.1,68.6,58.8,-6.2,5.8,-4.2,221.4,00:00:00,0.000000,0.000000,0.000000,0,MECEJECT,0.7,TRUE,FALSE,FALSE,0.0,0.0,0.0
24,1083,00:00:25,F,LAUNCH_PAD,-0.8,25.3,101.2,4.0,0.1,-19.3,-91.9,-93.7,-8.7,1.4,-5.5,241.9,00:00:00,0.000000,0.000000,0.000000,0,MECEJECT,0.7,TRUE,FALSE,FALSE,0.0,0.0,0.0
25,1083,00:00:26,F,LAUNCH_PAD,-0.9,25.3,101.2,4.0,0.0,13.2,-62.9,78.5,-7.5,5.7,4.9,221.2,00:00:00,0.000000,0.000000,0.000000,0,MECEJECT,0.7,TRUE,FALSE,FALSE,0.0,0.0,0.0
26,1083,00:00:27,F,LAUNCH_PAD,-0.9,25.4,101.2,4.0,0.1,15.5,127.8,-42.1,3.3,4.9,5.4,295.1,00:00:00,0.000000,0.000000,0.000000,0,MECEJECT,0.7,TRUE,FALSE,FALSE,0.0,0.0,0.0
27,1083,00:00:28,F,LAUNCH_PAD,-0.6,25.4,101.2,4.0,0.1,30.1,18.2,6.1,-9.7,1.5,1.2,194.5,00:00:00,0.000000,0.000000,0.000000,0,MECEJECT,0.7,TRUE,FALSE,FALSE,0.0,0.0,0.0
