TEAM_ID,MISSION_TIME,PACKET_COUNT,MODE,STATE,ALTITUDE,TEMPERATURE,PRESSURE,VOLTAGE,CURRENT,GYRO_R,GYRO_P,GYRO_Y,ACCEL_R,ACCEL_P,ACCEL_Y,HEADING,GPS_TIME,GPS_ALTITUDE,GPS_LATITUDE,GPS_LONGITUDE,GPS_SATS,CMD_ECHO,MAX_ALTITUDE,CONTAINER_RELEASED,PAYLOAD_RELEASED,PARAGLIDER_ACTIVE,TARGET_LATITUDE,TARGET_LONGITUDE,CAM_DIRECTION
1,1083,00:00:01,F,LAUNCH_PAD,0.3,23.1,101.2,4.0,0.1,17.3,-24.6,-14.3,-9.5,0.9,2.4,14.2,23:59:47,0.000000,0.000000,0.000000,0,N/A,0.3,FALSE,FALSE,FALSE,0.0,0.0,0.0
2,1083,00:00:02,F,LAUNCH_PAD,-0.4,23.1,101.2,4.0,0.1,-3.5,3.6,-14.5,-10.2,-3.1,2.8,23.3,23:59:48,0.000000,0.000000,0.000000,0,DROP!!!,0.3,FALSE,FALSE,FALSE,0.0,0.0,0.0
3,1083,00:00:03,F,LAUNCH_PAD,-0.3,23.1,101.2,4.0,0.1,-8.9,16.5,14.9,-9.2,-0.5,3.0,29.6,23:59:49,0.000000,0.000000,0.000000,0,DROP!!!,0.3,FALSE,FALSE,FALSE,0.0,0.0,0.0
4,1083,00:00:04,F,LAUNCH_PAD,1.1,23.1,101.2,4.0,0.1,18.5,-15.4,-0.6,-9.8,1.1,0.8,25.4,23:59:50,0.000000,0.000000,0.000000,0,DROP!!!,1.4,FALSE,FALSE,FALSE,0.0,0.0,0.0
5,1083,00:00:05,F,LAUNCH_PAD,0.3,23.2,101.2,4.0,0.1,6.4,-13.4,16.1,-9.7,-0.1,0.8,28.2,23:59:51,0.000000,0.000000,0.000000,0,DROP!!!,1.4,FALSE,FALSE,FALSE,0.0,0.0,0.0
6,1083,00:00:06,F,LAUNCH_PAD,-0.1,23.2,101.2,4.0,0.1,-2.2,2.9,-2.7,-9.7,0.2,0.9,29.4,23:59:52,0.000000,0.000000,0.000000,0,DROP!!!,1.4,FALSE,FALSE,FALSE,0.0,0.0,0.0
7,1083,00:00:07,F,LAUNCH_PAD,-0.3,23.2,101.2,4.0,0.1,-20.2,25.1,0.4,-5.3,0.8,-0.6,28.1,23:59:53,0.000000,0.000000,0.000000,0,DROP!!!,1.4,FALSE,FALSE,FALSE,0.0,0.0,0.0
8,1083,00:00:08,F,LAUNCH_PAD,-0.1,23.2,101.2,4.0,0.1,9.9,37.3,18.1,-11.8,0.6,1.7,24.2,23:59:54,0.000000,0.000000,0.000000,0,DROP!!!,1.4,FALSE,FALSE,FALSE,0.0,0.0,0.0
9,1083,00:00:09,F,LAUNCH_PAD,-0.5,23.2,101.2,4.0,0.0,-1.1,-0.2,-1.6,-9.1,1.4,-1.3,25.9,23:59:56,0.000000,0.000000,0.000000,0,DROP!!!,1.4,FALSE,FALSE,FALSE,0.0,0.0,0.0
10,1083,00:00:10,F,LAUNCH_PAD,0.5,23.3,101.2,4.0,0.1,2.1,-5.1,-16.5,-11.1,0.9,1.3,22.4,23:59:57,0.000000,0.000000,0.000000,0,DROP!!!,1.4,FALSE,FALSE,FALSE,0.0,0.0,0.0
11,1083,00:00:11,F,LAUNCH_PAD,-0.3,23.3,101.2,4.0,0.1,17.3,24.6,6.7,-9.2,-0.1,-0.2,28.8,23:59:58,0.000000,0.000000,0.000000,0,DROP!!!,1.4,FALSE,FALSE,FALSE,0.0,0.0,0.0
12,1083,00:00:12,F,LAUNCH_PAD,1.0,23.4,101.2,4.0,0.1,-1.2,2.4,-3.6,-9.4,0.8,-0.8,30.6,23:59:59,0.000000,0.000000,0.000000,0,DROP!!!,1.4,FALSE,FALSE,FALSE,0.0,0.0,0.0
13,1083,00:00:13,F,LAUNCH_PAD,0.6,23.4,101.2,4.0,0.1,-19.2,-7.8,7.8,-0.2,-0.2,0.1,29.2,00:00:00,0.000000,0.000000,0.000000,0,DROP!!!,1.4,FALSE,FALSE,FALSE,0.0,0.0,0.0
14,1083,00:00:14,F,LAUNCH_PAD,-0.3,23.4,101.2,4.0,0.1,-10.8,10.8,-8.8,-6.3,-0.5,0.8,27.8,00:00:01,0.000000,0.000000,0.000000,0,DROP!!!,1.4,TRUE,FALSE,FALSE,0.0,0.0,0.0
15,1083,00:00:15,F,LAUNCH_PAD,0.1,23.4,101.2,4.0,0.0,-0.8,1.6,-3.6,-9.5,0.0,1.0,28.2,00:00:02,0.000000,0.000000,0.000000,0,DROP!!!,1.4,TRUE,FALSE,FALSE,0.0,0.0,0.0
16,1083,00:00:16,F,LAUNCH_PAD,-0.2,23.4,101.2,4.0,0.0,-1.0,13.1,5.8,-9.7,0.6,0.2,25.8,00:00:03,0.000000,0.000000,0.000000,0,DROP!!!,1.4,TRUE,FALSE,FALSE,0.0,0.0,0.0
17,1083,00:00:17,F,LAUNCH_PAD,-0.4,23.4,101.2,3.9,0.3,0.8,-2.9,-4.2,-9.9,-0.2,1.3,24.3,00:00:04,0.000000,0.000000,0.000000,0,DROP!!!,1.4,TRUE,FALSE,FALSE,0.0,0.0,0.0
18,1083,00:00:18,F,LAUNCH_PAD,-0.1,23.4,101.2,4.0,0.0,0.9,-1.7,-1.3,-9.7,-0.4,1.0,24.3,17:00:56,0.000000,0.000000,0.000000,0,DROP!!!,1.4,TRUE,FALSE,FALSE,0.0,0.0,0.0
19,1083,00:00:19,F,LAUNCH_PAD,-0.0,23.4,101.2,4.0,0.0,0.6,1.4,0.1,-9.6,-0.4,1.1,23.9,17:00:57,0.000000,0.000000,0.000000,0,DROP!!!,1.4,TRUE,FALSE,FALSE,0.0,0.0,0.0
20,1083,00:00:20,F,LAUNCH_PAD,1.9,23.4,101.1,4.0,0.0,0.1,-6.1,4.6,-9.6,0.2,1.5,23.8,17:00:58,0.000000,0.000000,0.000000,0,DROP!!!,1.9,TRUE,FALSE,FALSE,0.0,0.0,0.0
21,1083,00:00:21,F,LAUNCH_PAD,-0.2,23.5,101.2,4.0,0.2,-0.6,-1.3,-0.8,-9.8,-0.3,1.4,22.6,17:00:59,0.000000,0.000000,0.000000,0,DROP!!!,1.9,TRUE,FALSE,FALSE,0.0,0.0,0.0
