PACKET_COUNT,TEAM_ID,MISSION_TIME,MODE,STATE,ALTITUDE,TEMPERATURE,PRESSURE,VOLTAGE,CURRENT,GYRO_R,GYRO_P,GYRO_Y,ACCEL_R,ACCEL_P,ACCEL_Y,HEADING,GPS_TIME,GPS_ALTITUDE,GPS_LATITUDE,GPS_LONGITUDE,GPS_SATS,CMD_ECHO,MAX_ALTITUDE,CONTAINER_RELEASED,PAYLOAD_RELEASED,PARAGLIDER_ACTIVE,TARGET_LATITUDE,TARGET_LONGITUDE,CAM_DIRECTION
1,00:00:01,1,F,LAUNCH_PAD,0.3,27.3,100.9,3.9,0.4,8.8,-1.4,0.6,-9.3,0.8,-0.1,4.2,23:59:49,0.000000,0.000000,0.000000,0,N/A,0.3,FALSE,FALSE,FALSE,-1.0,0.0,0.0
2,00:00:02,2,F,LAUNCH_PAD,-0.5,27.3,100.9,4.0,0.4,-5.2,-0.8,-13.0,-9.5,-0.8,-1.2,4.7,23:59:50,0.000000,0.000000,0.000000,0,N/A,0.3,FALSE,FALSE,FALSE,-1.0,0.0,0.0
3,00:00:03,3,F,LAUNCH_PAD,-0.7,27.3,100.9,4.0,0.3,-0.9,-0.6,1.6,-9.3,-1.5,-0.8,3.8,23:59:51,0.000000,0.000000,0.000000,0,N/A,0.3,FALSE,FALSE,FALSE,-1.0,0.0,0.0
4,00:00:04,4,F,LAUNCH_PAD,-0.7,27.3,100.9,4.0,0.3,3.1,3.6,1.1,-9.1,-0.8,-0.6,2.9,23:59:52,0.000000,0.000000,0.000000,0,N/A,0.3,FALSE,FALSE,FALSE,-1.0,0.0,0.0
5,00:00:05,5,F,LAUNCH_PAD,-0.2,27.3,100.9,4.0,0.3,1.9,0.7,6.6,-10.0,0.1,-1.4,354.6,23:59:53,0.000000,0.000000,0.000000,0,N/A,0.3,FALSE,FALSE,FALSE,-1.0,0.0,0.0
6,00:00:06,6,F,LAUNCH_PAD,-0.4,27.4,100.9,4.1,0.2,6.6,3.7,0.2,-9.4,-0.3,-0.8,353.9,23:59:54,0.000000,0.000000,0.000000,0,N/A,0.3,FALSE,FALSE,FALSE,-1.0,0.0,0.0
7,00:00:07,7,F,LAUNCH_PAD,-0.6,27.4,100.9,4.1,0.3,-1.4,1.8,-2.8,-9.7,-0.5,-0.9,354.3,23:59:55,0.000000,0.000000,0.000000,0,N/A,0.3,FALSE,FALSE,FALSE,-1.0,0.0,0.0
8,00:00:08,8,F,LAUNCH_PAD,-0.2,27.4,100.9,4.1,0.3,5.7,2.2,-6.1,-9.4,-1.1,0.2,358.2,23:59:56,0.000000,0.000000,0.000000,0,N/A,0.3,FALSE,FALSE,FALSE,-1.0,0.0,0.0
9,00:00:09,9,F,LAUNCH_PAD,-1.0,27.5,100.9,4.0,0.1,4.6,-1.1,-3.1,-9.4,0.2,-2.2,351.9,23:59:57,0.000000,0.000000,0.000000,0,N/A,0.3,FALSE,FALSE,FALSE,-1.0,0.0,0.0
10,00:00:10,10,F,LAUNCH_PAD,-0.1,27.5,100.9,4.0,0.3,21.7,2.7,5.5,-9.6,-1.2,-1.3,352.2,23:59:58,0.000000,0.000000,0.000000,0,N/A,0.3,FALSE,FALSE,FALSE,-1.0,0.0,0.0
