3,1083,00:00:03,F,LAUNCH_PAD,46.1,25.5,100.8,4.1,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,23:59:43,0.000000,0.000000,0.000000,0,N/A,46.3,FALSE,FALSE,FALSE,0.0,0.0,0.0
4,1083,00:00:04,F,LAUNCH_PAD,46.1,25.5,100.8,4.1,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,23:59:44,0.000000,0.000000,0.000000,0,N/A,46.3,FALSE,FALSE,FALSE,0.0,0.0,0.0
5,1083,00:00:05,F,LAUNCH_PAD,46.1,25.5,100.8,4.1,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,23:59:45,0.000000,0.000000,0.000000,0,N/A,46.3,FALSE,FALSE,FALSE,0.0,0.0,0.0
6,1083,00:00:06,F,LAUNCH_PAD,46.2,25.5,100.8,4.1,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,23:59:46,0.000000,0.000000,0.000000,0,N/A,46.3,FALSE,FALSE,FALSE,0.0,0.0,0.0
7,1083,00:00:07,F,LAUNCH_PAD,45.7,25.5,100.8,4.1,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,23:59:47,0.000000,0.000000,0.000000,0,N/A,46.3,FALSE,FALSE,FALSE,0.0,0.0,0.0
8,1083,00:00:08,F,LAUNCH_PAD,46.3,25.5,100.8,4.1,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,23:59:48,0.000000,0.000000,0.000000,0,N/A,46.3,FALSE,FALSE,FALSE,0.0,0.0,0.0
9,1083,00:00:09,F,LAUNCH_PAD,46.1,25.6,100.8,4.1,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,23:59:49,0.000000,0.000000,0.000000,0,N/A,46.3,FALSE,FALSE,FALSE,0.0,0.0,0.0
10,1083,00:00:10,F,LAUNCH_PAD,45.5,25.5,100.8,4.1,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,23:59:50,0.000000,0.000000,0.000000,0,N/A,46.3,FALSE,FALSE,FALSE,0.0,0.0,0.0
11,1083,00:00:11,F,LAUNCH_PAD,45.6,25.4,100.8,4.1,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,23:59:51,0.000000,0.000000,0.000000,0,N/A,46.3,FALSE,FALSE,FALSE,0.0,0.0,0.0
12,1083,00:00:12,F,LAUNCH_PAD,45.7,25.4,100.8,4.1,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,23:59:52,0.000000,0.000000,0.000000,0,N/A,46.3,FALSE,FALSE,FALSE,0.0,0.0,0.0
13,1083,00:00:13,F,LAUNCH_PAD,46.3,25.3,100.8,4.1,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,23:59:53,0.000000,0.000000,0.000000,0,N/A,46.3,FALSE,FALSE,FALSE,0.0,0.0,0.0
14,1083,00:00:14,F,LAUNCH_PAD,45.4,25.3,100.8,4.1,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,23:59:54,0.000000,0.000000,0.000000,0,N/A,46.3,FALSE,FALSE,FALSE,0.0,0.0,0.0
15,1083,00:00:15,F,LAUNCH_PAD,46.0,25.3,100.8,4.1,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,23:59:55,0.000000,0.000000,0.000000,0,N/A,46.3,FALSE,FALSE,FALSE,0.0,0.0,0.0
