TEAM_ID,MISSION_TIME,PACKET_COUNT,MODE,STATE,ALTITUDE,TEMPERATURE,PRESSURE,VOLTAGE,CURRENT,GYRO_R,GYRO_P,GYRO_Y,ACCEL_R,ACCEL_P,ACCEL_Y,HEADING,GPS_TIME,GPS_ALTITUDE,GPS_LATITUDE,GPS_LONGITUDE,GPS_SATS,CMD_ECHO,MAX_ALTITUDE,CONTAINER_RELEASED,PAYLOAD_RELEASED,PARAGLIDER_ACTIVE,TARGET_LATITUDE,TARGET_LONGITUDE,CAM_DIRECTION
1,1083,00:08:12,F,LAUNCH_PAD,-0.2,28.0,101.1,4.0,0.1,31.8,7.9,-3.6,-9.6,-0.2,-2.5,10.6,16:04:01,56.799999,33.385498,-117.495590,19,N/A,2.4,FALSE,FALSE,FALSE,0.0,0.0,0.0
2,1083,00:08:13,F,LAUNCH_PAD,-0.7,28.0,101.1,4.0,0.1,-25.7,1.4,-3.2,-9.9,-0.2,-3.0,4.6,16:04:02,56.900002,33.385498,-117.495590,18,N/A,2.4,FALSE,FALSE,FALSE,0.0,0.0,0.0
3,1083,00:08:14,F,LAUNCH_PAD,0.1,28.0,101.1,4.0,0.1,-0.2,-8.6,0.2,-9.4,-0.1,-2.0,4.3,16:04:03,56.900002,33.385498,-117.495590,19,N/A,2.4,FALSE,FALSE,FALSE,0.0,0.0,0.0
4,1083,00:08:15,F,LAUNCH_PAD,0.6,28.0,101.1,4.0,0.1,0.2,-17.3,3.6,-9.6,0.7,0.3,2.9,16:04:04,56.900002,33.385498,-117.495590,19,N/A,2.4,FALSE,FALSE,FALSE,0.0,0.0,0.0
5,1083,00:08:16,F,LAUNCH_PAD,-0.0,28.0,101.1,4.0,0.1,-0.4,-4.3,-0.9,-9.5,-0.8,1.2,2.4,16:04:05,56.900002,33.385498,-117.495590,18,N/A,2.4,FALSE,FALSE,FALSE,0.0,0.0,0.0
6,1083,00:08:17,F,LAUNCH_PAD,-0.5,28.0,101.1,4.0,0.1,0.5,34.1,3.2,-9.5,-0.6,0.9,2.4,16:04:06,57.000000,33.385498,-117.495590,19,N/A,2.4,FALSE,FALSE,FALSE,0.0,0.0,0.0
7,1083,00:08:18,F,LAUNCH_PAD,-0.1,28.0,101.1,4.0,0.1,0.9,1.7,1.1,-9.6,-0.5,-0.7,1.6,16:04:07,57.000000,33.385498,-117.495590,19,N/A,2.4,FALSE,FALSE,FALSE,0.0,0.0,0.0
8,1083,00:08:19,F,LAUNCH_PAD,0.3,28.0,101.1,4.0,0.1,-12.6,-35.8,-4.2,-9.9,-0.7,-1.0,22.8,16:04:08,57.099998,33.385498,-117.495590,19,N/A,2.4,FALSE,FALSE,FALSE,0.0,0.0,0.0
9,1083,00:08:20,F,LAUNCH_PAD,0.1,28.1,101.1,4.0,0.1,-0.4,-3.9,0.2,-9.6,0.9,-0.6,14.1,16:04:09,57.099998,33.385498,-117.495590,19,N/A,2.4,FALSE,FALSE,FALSE,0.0,0.0,0.0
10,1083,00:08:21,F,LAUNCH_PAD,0.1,28.1,101.1,4.0,0.1,-0.0,0.1,-3.2,-9.6,0.1,-0.3,13.8,16:04:09,57.099998,33.385498,-117.495590,19,N/A,2.4,FALSE,FALSE,FALSE,0.0,0.0,0.0
11,1083,00:08:22,F,LAUNCH_PAD,-0.2,28.1,101.1,4.0,0.1,-0.2,-1.1,0.5,-9.6,0.4,0.2,13.8,16:04:10,57.099998,33.385498,-117.495590,18,N/A,2.4,FALSE,FALSE,FALSE,0.0,0.0,0.0
12,1083,00:08:23,F,LAUNCH_PAD,0.1,28.1,101.1,4.0,0.1,-0.4,-0.8,0.5,-9.7,0.2,-0.7,14.1,16:04:11,57.099998,33.385498,-117.495590,19,N/A,2.4,FALSE,FALSE,FALSE,0.0,0.0,0.0
13,1083,00:08:24,F,LAUNCH_PAD,-0.1,28.1,101.1,4.0,0.1,1.1,15.6,-2.8,-9.7,0.0,-0.4,14.4,16:04:12,57.200001,33.385498,-117.495590,19,N/A,2.4,FALSE,FALSE,FALSE,0.0,0.0,0.0
14,1083,00:08:25,F,LAUNCH_PAD,0.3,28.2,101.1,4.0,0.1,-0.4,-3.6,1.9,-9.6,0.0,-0.9,14.2,16:04:13,57.200001,33.385498,-117.495590,19,N/A,2.4,FALSE,FALSE,FALSE,0.0,0.0,0.0
