TEAM_ID,MISSION_TIME,PACKET_COUNT,MODE,STATE,ALTITUDE,TEMPERATURE,PRESSURE,VOLTAGE,CURRENT,GYRO_R,GYRO_P,GYRO_Y,ACCEL_R,ACCEL_P,ACCEL_Y,HEADING,GPS_TIME,GPS_ALTITUDE,GPS_LATITUDE,GPS_LONGITUDE,GPS_SATS,CMD_ECHO,MAX_ALTITUDE,CONTAINER_RELEASED,PAYLOAD_RELEASED,PARAGLIDER_ACTIVE,TARGET_LATITUDE,TARGET_LONGITUDE,CAM_DIRECTION
1,1083,00:01:22,F,LAUNCH_PAD,0.0,25.7,101.2,4.0,0.1,0.1,0.0,0.1,-9.5,0.0,0.9,331.9,18:25:45,56.099998,33.385361,-117.495537,10,N/A,1.1,FALSE,FALSE,FALSE,0.0,0.0,0.0
2,1083,00:01:23,F,LAUNCH_PAD,-0.5,25.6,101.2,4.0,0.1,-0.1,-0.1,0.4,-9.5,0.0,0.9,331.9,18:25:46,56.099998,33.385365,-117.495537,10,N/A,1.1,FALSE,FALSE,FALSE,0.0,0.0,0.0
3,1083,00:01:24,F,LAUNCH_PAD,0.3,25.6,101.2,4.0,0.1,-0.1,-0.1,0.1,-9.5,0.0,0.9,331.9,18:25:47,56.099998,33.385365,-117.495537,10,N/A,1.1,FALSE,FALSE,FALSE,0.0,0.0,0.0
4,1083,00:01:25,F,LAUNCH_PAD,0.6,25.6,101.2,4.0,0.1,0.1,0.6,-0.3,-9.5,-0.0,0.9,331.9,18:25:48,56.000000,33.385365,-117.495537,10,N/A,1.1,FALSE,FALSE,FALSE,0.0,0.0,0.0
5,1083,00:01:26,F,LAUNCH_PAD,0.7,25.5,101.2,4.0,0.0,-0.1,0.0,-0.1,-9.5,-0.0,0.9,331.9,18:25:49,56.000000,33.385365,-117.495537,10,N/A,1.1,FALSE,FALSE,FALSE,0.0,0.0,0.0
6,1083,00:01:27,F,LAUNCH_PAD,0.1,25.4,101.2,4.0,0.1,0.1,0.1,0.1,-9.5,-0.0,0.9,331.9,18:25:50,55.900002,33.385365,-117.495537,10,N/A,1.1,FALSE,FALSE,FALSE,0.0,0.0,0.0
7,1083,00:01:28,F,LAUNCH_PAD,0.1,25.4,101.2,4.0,0.1,-0.1,0.1,0.1,-9.5,0.0,0.9,331.9,18:25:51,55.799999,33.385365,-117.495537,10,N/A,1.1,FALSE,FALSE,FALSE,0.0,0.0,0.0
8,1083,00:01:29,F,LAUNCH_PAD,-0.1,25.4,101.2,4.0,0.1,-0.0,-0.1,-0.2,-9.4,0.1,0.9,331.9,18:25:52,55.799999,33.385365,-117.495537,10,DROP!!!,1.1,FALSE,FALSE,FALSE,0.0,0.0,0.0
9,1083,00:01:30,F,LAUNCH_PAD,-0.0,25.4,101.2,4.0,0.1,-0.1,0.1,0.1,-9.5,0.1,0.9,331.9,18:25:53,55.599998,33.385365,-117.495537,10,DROP!!!,1.1,FALSE,FALSE,FALSE,0.0,0.0,0.0
10,1083,00:01:31,F,LAUNCH_PAD,0.3,25.4,101.2,4.0,0.1,0.1,0.7,1.1,-9.5,0.3,0.8,331.9,18:25:54,55.599998,33.385365,-117.495537,10,DROP!!!,1.1,FALSE,FALSE,FALSE,0.0,0.0,0.0
11,1083,00:01:32,F,LAUNCH_PAD,0.7,25.4,101.2,4.0,0.1,-4.1,-3.4,3.4,-8.8,-0.3,0.8,338.9,18:25:55,55.700001,33.385361,-117.495537,10,DROP!!!,1.1,FALSE,FALSE,FALSE,0.0,0.0,0.0
12,1083,00:01:33,F,LAUNCH_PAD,0.7,25.5,101.2,4.0,0.1,-5.3,-7.2,-15.6,-9.6,-0.3,0.2,341.1,18:25:56,55.900002,33.385361,-117.495537,10,DROP!!!,1.1,FALSE,FALSE,FALSE,0.0,0.0,0.0
13,1083,00:01:34,F,LAUNCH_PAD,0.1,25.5,101.2,4.0,0.1,154.7,149.2,66.9,-11.6,-1.9,-3.5,4.2,18:25:57,55.700001,33.385361,-117.495537,10,DROP!!!,1.1,FALSE,FALSE,FALSE,0.0,0.0,0.0
14,1083,00:01:35,F,LAUNCH_PAD,-0.1,25.5,101.2,4.0,0.1,-3.8,-0.2,-0.8,-9.3,0.8,-0.2,19.2,18:25:58,55.599998,33.385361,-117.495537,10,DROP!!!,1.1,FALSE,FALSE,FALSE,0.0,0.0,0.0
15,1083,00:01:36,F,LAUNCH_PAD,0.2,25.5,101.2,4.0,0.1,-3.9,2.4,-0.4,-9.6,0.4,0.1,15.5,18:25:59,56.299999,33.385361,-117.495544,10,DROP!!!,1.1,FALSE,FALSE,FALSE,0.0,0.0,0.0
16,1083,00:01:37,F,LAUNCH_PAD,0.1,25.5,101.2,4.0,0.1,-3.7,-0.6,-1.9,-9.6,-0.5,0.2,12.2,18:26:00,56.400002,33.385361,-117.495544,10,DROP!!!,1.1,FALSE,FALSE,FALSE,0.0,0.0,0.0
17,1083,00:01:38,F,LAUNCH_PAD,0.0,25.5,101.2,4.0,0.1,-0.4,1.4,1.7,-9.5,-0.2,0.1,10.8,18:26:01,56.599998,33.385365,-117.495544,10,DROP!!!,1.1,FALSE,FALSE,FALSE,0.0,0.0,0.0
18,1083,00:01:39,F,LAUNCH_PAD,0.0,25.5,101.2,4.0,0.1,-2.9,-0.6,-2.8,-9.3,0.0,-0.4,10.6,18:26:02,56.799999,33.385365,-117.495552,10,DROP!!!,1.1,FALSE,FALSE,FALSE,0.0,0.0,0.0
19,1083,00:01:40,F,LAUNCH_PAD,0.0,25.4,101.2,4.0,0.1,0.2,-1.8,-0.8,-9.7,-0.2,0.8,10.3,18:26:03,57.400002,33.385365,-117.495552,10,DROP!!!,1.1,FALSE,FALSE,FALSE,0.0,0.0,0.0
20,1083,00:01:41,F,LAUNCH_PAD,0.2,25.4,101.2,4.0,0.1,-11.6,-12.9,13.3,-9.5,-0.3,-0.7,10.2,18:26:04,58.000000,33.385365,-117.495560,10,DROP!!!,1.1,FALSE,FALSE,FALSE,0.0,0.0,0.0
21,1083,00:01:42,F,LAUNCH_PAD,0.8,25.4,101.2,4.0,0.1,19.1,-3.2,-1.9,-9.5,0.1,0.5,12.3,18:26:05,58.299999,33.385365,-117.495560,10,DROP!!!,1.1,FALSE,FALSE,FALSE,0.0,0.0,0.0
22,1083,00:01:43,F,LAUNCH_PAD,0.5,25.5,101.2,4.0,0.1,-0.1,-0.9,-0.6,-9.6,-0.2,0.4,14.4,18:26:06,58.299999,33.385365,-117.495560,10,DROP!!!,1.1,FALSE,FALSE,FALSE,0.0,0.0,0.0
23,1083,00:01:44,F,LAUNCH_PAD,0.1,25.5,101.2,4.0,0.1,0.1,-0.9,-1.0,-9.0,-0.5,-0.4,14.5,18:26:07,58.500000,33.385365,-117.495567,10,DROP!!!,1.1,FALSE,FALSE,FALSE,0.0,0.0,0.0
24,1083,00:01:45,F,LAUNCH_PAD,-0.2,25.5,101.2,4.0,0.1,-0.0,0.1,3.1,-9.6,0.6,-0.1,14.8,18:26:08,58.400002,33.385365,-117.495567,10,DROP!!!,1.1,FALSE,FALSE,FALSE,0.0,0.0,0.0
25,1083,00:01:46,F,LAUNCH_PAD,0.3,25.6,101.2,4.0,0.1,0.3,-2.4,-3.0,-9.4,-0.5,-0.0,14.8,18:26:09,58.400002,33.385365,-117.495567,10,DROP!!!,1.1,FALSE,FALSE,FALSE,0.0,0.0,0.0
26,1083,00:01:47,F,LAUNCH_PAD,0.3,25.5,101.2,4.0,0.1,-0.2,3.9,-0.3,-9.5,-0.8,0.3,15.1,18:26:10,58.400002,33.385365,-117.495567,10,DROP!!!,1.1,FALSE,FALSE,FALSE,0.0,0.0,0.0
27,1083,00:01:48,F,LAUNCH_PAD,-0.4,25.5,101.2,4.0,0.1,-0.2,0.5,0.6,-9.4,0.2,-0.2,15.2,18:26:11,58.500000,33.385365,-117.495567,10,DROP!!!,1.1,FALSE,FALSE,FALSE,0.0,0.0,0.0
28,1083,00:01:49,F,LAUNCH_PAD,-0.5,25.5,101.2,4.0,0.1,-13.4,-4.6,-8.2,-9.4,1.4,1.0,10.4,18:26:12,58.400002,33.385365,-117.495567,10,DROP!!!,1.1,FALSE,FALSE,FALSE,0.0,0.0,0.0
29,1083,00:01:50,F,LAUNCH_PAD,-0.2,25.5,101.2,4.0,0.1,0.1,1.1,1.1,-9.4,-0.0,0.6,6.1,18:26:13,58.400002,33.385365,-117.495567,10,DROP!!!,1.1,FALSE,FALSE,FALSE,0.0,0.0,0.0
30,1083,00:01:51,F,LAUNCH_PAD,0.1,25.6,101.2,4.0,0.1,-0.1,-0.1,-0.8,-9.4,0.0,0.5,5.9,18:26:14,58.400002,33.385365,-117.495567,10,DROP!!!,1.1,FALSE,FALSE,FALSE,0.0,0.0,0.0
31,1083,00:01:52,F,LAUNCH_PAD,0.3,25.5,101.2,4.0,0.1,-0.1,0.1,-0.4,-9.5,-0.1,0.3,5.9,18:26:15,58.500000,33.385365,-117.495567,10,DROP!!!,1.1,FALSE,FALSE,FALSE,0.0,0.0,0.0
32,1083,00:01:53,F,LAUNCH_PAD,0.7,25.5,101.2,4.0,0.1,-0.1,0.3,1.0,-9.4,-0.1,0.2,5.9,18:26:16,58.500000,33.385365,-117.495567,10,DROP!!!,1.1,FALSE,FALSE,FALSE,0.0,0.0,0.0
33,1083,00:01:54,F,LAUNCH_PAD,0.2,25.5,101.2,4.0,0.1,-0.0,-0.1,0.4,-9.5,-0.1,0.4,5.9,18:26:17,58.500000,33.385365,-117.495567,10,DROP!!!,1.1,FALSE,FALSE,FALSE,0.0,0.0,0.0
34,1083,00:01:55,F,LAUNCH_PAD,0.4,25.5,101.2,4.0,0.1,-0.1,0.8,-0.1,-9.4,-0.1,0.3,5.9,18:26:18,58.599998,33.385365,-117.495567,10,DROP!!!,1.1,FALSE,FALSE,FALSE,0.0,0.0,0.0
35,1083,00:01:56,F,LAUNCH_PAD,-0.2,25.6,101.2,4.0,0.1,0.1,-0.1,0.3,-9.4,-0.0,0.3,5.9,18:26:19,58.599998,33.385365,-117.495567,10,DROP!!!,1.1,FALSE,FALSE,FALSE,0.0,0.0,0.0
36,1083,00:01:57,F,LAUNCH_PAD,0.3,25.6,101.2,4.0,0.1,0.2,1.1,-0.9,-9.3,-0.1,0.1,5.9,18:26:20,58.599998,33.385365,-117.495567,10,DROP!!!,1.1,FALSE,FALSE,FALSE,0.0,0.0,0.0
37,1083,00:01:58,F,LAUNCH_PAD,0.0,25.6,101.2,4.0,0.1,0.2,1.8,-4.0,-9.4,-0.5,-0.2,318.2,18:26:21,58.599998,33.385365,-117.495567,10,DROP!!!,1.1,FALSE,FALSE,FALSE,0.0,0.0,0.0
38,1083,00:01:59,F,LAUNCH_PAD,0.5,25.6,101.2,4.0,0.1,6.9,5.4,-10.4,-8.2,0.1,1.9,314.9,18:26:22,58.599998,33.385365,-117.495567,10,DROP!!!,1.1,FALSE,FALSE,FALSE,0.0,0.0,0.0
39,1083,00:02:00,F,LAUNCH_PAD,0.6,25.6,101.2,4.0,0.1,-1.3,-14.3,9.4,-10.7,0.2,0.2,313.2,18:26:23,58.500000,33.385365,-117.495567,10,DROP!!!,1.1,FALSE,FALSE,FALSE,0.0,0.0,0.0
40,1083,00:02:01,F,LAUNCH_PAD,0.4,25.6,101.2,4.0,0.1,7.2,-4.6,-8.2,-8.5,-0.9,0.2,313.4,18:26:24,58.500000,33.385365,-117.495567,10,DROP!!!,1.1,FALSE,FALSE,FALSE,0.0,0.0,0.0
41,1083,00:02:02,F,LAUNCH_PAD,-0.1,25.6,101.2,4.0,0.0,17.3,-6.0,-7.1,-9.2,-1.6,2.1,322.4,18:26:25,58.500000,33.385365,-117.495567,10,DROP!!!,1.1,FALSE,FALSE,FALSE,0.0,0.0,0.0
42,1083,00:02:03,F,LAUNCH_PAD,-0.0,25.7,101.2,4.0,0.1,13.8,99.0,-9.0,-27.2,0.5,-5.1,325.9,18:26:26,58.500000,33.385365,-117.495567,10,DROP!!!,1.1,FALSE,FALSE,FALSE,0.0,0.0,0.0
43,1083,00:02:04,F,LAUNCH_PAD,0.5,25.7,101.2,4.0,0.1,1.6,-0.8,1.9,-9.2,-1.3,-0.1,326.5,18:26:27,58.599998,33.385365,-117.495567,10,DROP!!!,1.1,FALSE,FALSE,FALSE,0.0,0.0,0.0
44,1083,00:02:05,F,LAUNCH_PAD,0.4,25.7,101.2,4.0,0.1,11.3,-50.3,32.6,-12.9,5.5,6.2,325.4,18:26:28,58.599998,33.385365,-117.495567,10,DROP!!!,1.1,FALSE,FALSE,FALSE,0.0,0.0,0.0
45,1083,00:02:06,F,LAUNCH_PAD,0.6,25.7,101.2,4.0,0.1,-3.9,-0.5,10.0,-7.9,-1.5,-1.6,320.2,18:26:28,58.599998,33.385365,-117.495567,10,DROP!!!,1.1,FALSE,FALSE,FALSE,0.0,0.0,0.0
46,1083,00:02:07,F,LAUNCH_PAD,0.2,25.7,101.2,4.0,0.1,-5.1,-5.6,7.4,-9.9,0.0,-0.4,317.7,18:26:30,58.599998,33.385365,-117.495567,10,DROP!!!,1.1,FALSE,FALSE,FALSE,0.0,0.0,0.0
47,1083,00:02:08,F,LAUNCH_PAD,0.3,25.7,101.2,4.0,0.1,-14.3,-0.1,5.1,-9.5,0.6,1.3,320.1,18:26:31,58.500000,33.385365,-117.495567,10,DROP!!!,1.1,FALSE,FALSE,FALSE,0.0,0.0,0.0
48,1083,00:02:09,F,LAUNCH_PAD,0.8,25.7,101.2,4.0,0.1,6.9,-2.5,-2.8,-9.5,0.8,1.1,309.6,18:26:32,58.500000,33.385365,-117.495567,10,DROP!!!,1.2,FALSE,FALSE,FALSE,0.0,0.0,0.0
49,1083,00:02:10,F,LAUNCH_PAD,0.5,25.8,101.2,4.0,0.1,0.1,-2.1,-0.1,-9.5,0.6,1.4,310.8,18:26:33,58.599998,33.385365,-117.495567,10,DROP!!!,1.2,FALSE,FALSE,FALSE,0.0,0.0,0.0
50,1083,00:02:11,F,LAUNCH_PAD,0.5,25.8,101.2,4.0,0.1,-8.3,-3.9,-3.4,-9.8,0.8,1.6,310.2,18:26:33,58.599998,33.385365,-117.495567,10,MECGLIDERON,1.2,FALSE,FALSE,TRUE,0.0,0.0,0.0
51,1083,00:02:12,F,LAUNCH_PAD,0.3,25.7,101.2,4.0,0.1,-1.9,0.8,2.1,-9.7,0.7,1.7,306.9,18:26:35,58.500000,33.385361,-117.495567,10,MECGLIDERON,1.2,FALSE,FALSE,TRUE,0.0,0.0,0.0
52,1083,00:02:13,F,LAUNCH_PAD,0.2,25.7,101.2,4.0,0.1,2.2,4.2,-0.0,-9.7,0.6,1.6,305.5,18:26:36,58.400002,33.385361,-117.495567,10,MECGLIDERON,1.2,FALSE,FALSE,TRUE,0.0,0.0,0.0
53,1083,00:02:14,F,LAUNCH_PAD,0.1,25.6,101.2,4.0,0.1,-8.9,-5.6,-1.9,-9.7,0.7,1.9,306.3,18:26:37,58.400002,33.385361,-117.495567,10,MECGLIDERON,1.2,FALSE,FALSE,TRUE,0.0,0.0,0.0
54,1083,00:02:15,F,LAUNCH_PAD,0.0,25.6,101.2,4.0,0.0,-5.4,-0.4,-1.2,-9.6,1.2,1.9,303.4,18:26:38,58.400002,33.385361,-117.495567,10,MECGLIDERON,1.2,FALSE,FALSE,TRUE,0.0,0.0,0.0
55,1083,00:02:16,F,LAUNCH_PAD,-0.0,25.6,101.2,4.0,0.1,0.3,-0.9,-0.8,-9.7,0.5,1.8,303.6,18:26:39,58.400002,33.385365,-117.495567,10,MECGLIDERON,1.2,FALSE,FALSE,TRUE,0.0,0.0,0.0
56,1083,00:02:17,F,LAUNCH_PAD,0.5,25.6,101.2,4.0,0.1,11.7,0.4,-2.1,-9.7,0.5,2.0,304.0,18:26:40,58.400002,33.385361,-117.495567,10,MECGLIDERON,1.2,FALSE,FALSE,TRUE,0.0,0.0,0.0
57,1083,00:02:18,F,LAUNCH_PAD,0.7,25.6,101.2,4.0,0.1,-3.6,-0.8,-0.0,-9.7,0.5,1.9,304.0,18:26:41,58.500000,33.385365,-117.495567,10,MECGLIDERON,1.2,FALSE,FALSE,TRUE,0.0,0.0,0.0
58,1083,00:02:19,F,LAUNCH_PAD,0.6,25.6,101.2,4.0,0.1,4.0,2.0,-0.2,-9.4,0.3,1.8,304.2,18:26:42,58.500000,33.385365,-117.495567,10,MECGLIDERON,1.2,FALSE,FALSE,TRUE,0.0,0.0,0.0
59,1083,00:02:20,F,LAUNCH_PAD,0.6,25.6,101.2,4.0,0.1,-3.6,-2.4,1.1,-9.7,0.7,1.7,305.2,18:26:43,58.500000,33.385361,-117.495567,10,MECGLIDERON,1.2,FALSE,FALSE,TRUE,0.0,0.0,0.0
60,1083,00:02:21,F,LAUNCH_PAD,0.6,25.5,101.2,4.0,0.1,3.6,2.1,0.6,-9.6,0.6,1.9,304.1,18:26:44,58.500000,33.385361,-117.495567,10,DROP!!!,1.2,FALSE,FALSE,TRUE,0.0,0.0,0.0
61,1083,00:02:22,F,LAUNCH_PAD,0.0,25.5,101.2,4.0,0.1,5.8,0.8,0.4,-9.6,0.9,1.8,305.9,18:26:45,58.500000,33.385361,-117.495567,10,DROP!!!,1.2,FALSE,FALSE,TRUE,0.0,0.0,0.0
62,1083,00:02:23,F,LAUNCH_PAD,0.2,25.6,101.2,4.0,0.1,-14.9,16.9,-8.8,-10.3,2.4,1.3,303.9,18:26:46,58.500000,33.385361,-117.495567,10,DROP!!!,1.2,FALSE,FALSE,TRUE,0.0,0.0,0.0
63,1083,00:02:24,F,LAUNCH_PAD,0.4,25.6,101.2,4.0,0.1,9.8,11.4,0.8,-9.3,1.2,1.0,309.8,18:26:47,58.400002,33.385361,-117.495567,10,DROP!!!,1.2,FALSE,FALSE,TRUE,0.0,0.0,0.0
64,1083,00:02:25,F,LAUNCH_PAD,0.5,25.6,101.2,4.0,0.1,-4.1,-1.2,-6.9,-9.3,3.0,-0.0,310.0,18:26:48,58.400002,33.385361,-117.495567,10,DROP!!!,1.2,FALSE,FALSE,TRUE,0.0,0.0,0.0
65,1083,00:02:26,F,LAUNCH_PAD,0.2,25.6,101.2,4.0,0.1,78.4,-21.6,-12.9,-9.9,0.6,0.9,1.6,18:26:49,58.299999,33.385361,-117.495567,10,DROP!!!,1.2,FALSE,FALSE,TRUE,0.0,0.0,0.0
66,1083,00:02:27,F,LAUNCH_PAD,0.7,25.6,101.2,4.0,0.1,13.6,3.2,4.6,-4.8,-0.1,2.7,37.6,18:26:50,58.299999,33.385361,-117.495567,10,DROP!!!,1.2,FALSE,FALSE,TRUE,0.0,0.0,0.0
67,1083,00:02:28,F,LAUNCH_PAD,0.2,25.6,101.2,4.0,0.1,15.3,-37.8,7.6,-14.6,-1.4,0.3,42.4,18:26:51,58.400002,33.385361,-117.495567,10,DROP!!!,1.2,FALSE,FALSE,TRUE,0.0,0.0,0.0
68,1083,00:02:29,F,LAUNCH_PAD,-0.2,25.6,101.2,4.0,0.1,3.1,-25.8,13.0,-5.2,-0.7,1.3,97.1,18:26:52,58.400002,33.385357,-117.495575,10,DROP!!!,1.2,TRUE,FALSE,TRUE,0.0,0.0,0.0
69,1083,00:02:30,F,LAUNCH_PAD,0.8,25.6,101.2,4.0,0.0,-103.4,-7.9,11.0,-10.5,-0.4,1.7,52.8,18:26:53,58.500000,33.385357,-117.495575,10,DROP!!!,1.2,TRUE,FALSE,TRUE,0.0,0.0,0.0
70,1083,00:02:31,F,LAUNCH_PAD,0.0,25.6,101.2,4.0,0.0,-56.8,13.8,20.4,-9.7,-0.9,0.0,344.9,18:26:54,58.599998,33.385357,-117.495575,10,DROP!!!,1.2,TRUE,FALSE,TRUE,0.0,0.0,0.0
71,1083,00:02:32,F,LAUNCH_PAD,-0.0,25.6,101.2,3.9,0.3,15.4,-3.9,-5.5,-9.8,0.1,1.1,336.6,18:26:55,58.500000,33.385353,-117.495567,10,DROP!!!,1.2,TRUE,FALSE,TRUE,0.0,0.0,0.0
72,1083,00:02:33,F,LAUNCH_PAD,0.2,25.6,101.2,4.0,0.0,-39.9,-0.2,-9.2,-9.8,-0.5,0.1,336.8,18:26:56,58.599998,33.385353,-117.495567,10,DROP!!!,1.2,TRUE,FALSE,TRUE,0.0,0.0,0.0
73,1083,00:02:34,F,LAUNCH_PAD,0.2,25.7,101.2,3.9,0.4,2.4,-4.2,1.4,-9.7,-0.9,0.6,336.7,18:26:57,58.700001,33.385353,-117.495567,10,DROP!!!,1.2,TRUE,FALSE,TRUE,0.0,0.0,0.0
74,1083,00:02:35,F,LAUNCH_PAD,0.1,25.7,101.2,4.0,0.1,-0.5,0.6,-1.2,-9.7,-0.1,1.4,337.1,18:26:58,58.599998,33.385353,-117.495567,10,DROP!!!,1.2,TRUE,FALSE,TRUE,0.0,0.0,0.0
75,1083,00:02:36,F,LAUNCH_PAD,0.4,25.7,101.2,4.0,0.1,-0.8,1.3,-1.2,-9.7,-0.0,1.5,338.0,18:26:59,58.700001,33.385353,-117.495567,10,DROP!!!,1.2,TRUE,FALSE,TRUE,0.0,0.0,0.0
76,1083,00:02:37,F,LAUNCH_PAD,0.8,25.7,101.2,4.0,0.1,-1.6,-0.4,2.2,-9.7,0.2,1.7,339.7,18:27:00,58.700001,33.385353,-117.495567,10,DROP!!!,1.2,TRUE,FALSE,TRUE,0.0,0.0,0.0
77,1083,00:02:38,F,LAUNCH_PAD,0.2,25.7,101.2,4.0,0.0,4.2,1.7,-0.1,-9.7,-0.2,0.8,338.9,18:27:01,58.799999,33.385353,-117.495567,10,DROP!!!,1.2,TRUE,FALSE,TRUE,0.0,0.0,0.0
78,1083,00:02:39,F,LAUNCH_PAD,-0.4,25.8,101.2,4.0,0.1,-0.9,0.5,-0.4,-9.7,-0.0,0.7,337.7,18:27:02,58.900002,33.385353,-117.495575,10,DROP!!!,1.2,TRUE,FALSE,TRUE,0.0,0.0,0.0
79,1083,00:02:40,F,LAUNCH_PAD,0.5,25.8,101.2,4.0,0.1,1.6,-0.1,0.1,-9.8,-0.0,1.0,337.3,18:27:03,59.000000,33.385353,-117.495575,10,DROP!!!,1.2,TRUE,FALSE,TRUE,0.0,0.0,0.0
80,1083,00:02:41,F,LAUNCH_PAD,0.3,25.8,101.2,4.0,0.1,-0.1,0.2,-0.8,-9.8,-0.0,0.9,337.2,18:27:04,59.099998,33.385353,-117.495575,10,DROP!!!,1.2,TRUE,FALSE,TRUE,0.0,0.0,0.0
81,1083,00:02:42,F,LAUNCH_PAD,0.2,25.8,101.2,3.9,0.2,-0.3,0.0,-0.5,-9.7,-0.2,0.9,337.2,18:27:06,59.000000,33.385353,-117.495575,10,DROP!!!,1.2,TRUE,FALSE,TRUE,0.0,0.0,0.0
82,1083,00:02:43,F,LAUNCH_PAD,0.4,25.8,101.2,4.0,0.0,-0.1,0.3,1.2,-9.7,-0.1,0.8,337.4,18:27:07,59.000000,33.385353,-117.495575,10,DROP!!!,1.2,TRUE,FALSE,TRUE,0.0,0.0,0.0
